190.000,-266.000
190.000,-266.000
190.000,-266.000
190.000,-266.000
190.000,-266.000
190.000,-266.000
190.000,-266.000
190.000,-266.000
190.000,-266.000
190.000,-266.000
190.000,-266.000
189.991,-266.364
189.971,-267.047
189.933,-268.233
189.883,-269.640
189.840,-271.335
189.797,-273.348
189.760,-275.416
189.740,-276.999
189.721,-279.015
189.706,-281.043
189.696,-283.049
189.689,-285.069
189.684,-286.997
189.680,-288.799
189.657,-290.664
189.524,-292.626
189.341,-294.595
189.025,-296.518
188.492,-298.046
187.663,-299.395
186.545,-300.511
184.843,-301.585
183.349,-302.097
181.355,-302.414
179.739,-302.514
177.733,-302.553
175.713,-302.557
173.696,-302.551
171.682,-302.542
169.664,-302.537
168.052,-302.534
166.036,-302.531
164.019,-302.531
162.003,-302.531
159.987,-302.532
157.970,-302.533
155.954,-302.535
153.866,-302.537
152.008,-302.539
149.389,-302.542
146.446,-302.547
143.209,-302.551
139.693,-302.555
135.904,-302.558
131.894,-302.558
128.682,-302.558
124.717,-302.557
120.739,-302.555
116.754,-302.554
113.572,-302.552
109.681,-302.551
106.004,-302.549
102.510,-302.548
99.171,-302.547
95.991,-302.546
92.961,-302.545
90.074,-302.544
87.326,-302.543
84.707,-302.543
82.702,-302.542
80.303,-302.541
78.018,-302.540
75.827,-302.539
73.745,-302.538
71.774,-302.537
69.786,-302.537
67.921,-302.536
66.173,-302.536
64.674,-302.535
64.384,-302.535
64.384,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.383,-302.535
64.323,-302.535
63.970,-302.535
63.249,-302.534
62.158,-302.534
60.799,-302.533
59.210,-302.533
57.546,-302.532
56.328,-302.512
54.873,-302.469
53.137,-302.409
52.045,-302.352
50.679,-302.042
49.063,-301.488
47.277,-300.608
46.217,-299.519
45.647,-298.128
45.392,-296.080
45.392,-294.461
45.467,-292.479
45.554,-290.854
45.622,-289.237
45.688,-287.232
45.735,-285.616
45.774,-283.598
45.796,-281.988
45.817,-279.971
45.827,-278.357
45.837,-276.342
45.842,-274.728
45.847,-272.712
45.850,-271.099
45.852,-269.083
45.853,-267.470
45.855,-265.463
45.855,-263.907
45.856,-262.032
45.856,-260.567
45.856,-258.788
45.857,-257.410
45.857,-255.733
45.856,-254.111
45.856,-252.851
45.856,-251.321
45.855,-250.156
45.855,-249.331
45.855,-248.372
45.855,-247.427
45.855,-246.201
45.855,-245.111
45.855,-243.522
45.854,-242.008
45.854,-239.918
45.854,-238.302
45.854,-236.316
45.854,-234.687
45.854,-232.669
45.854,-230.660
45.853,-229.042
45.853,-227.026
45.853,-225.415
45.853,-223.397
45.853,-221.784
45.853,-220.172
45.853,-218.155
45.852,-216.174
45.852,-214.311
45.852,-212.828
45.851,-210.994
45.851,-209.261
45.851,-207.565
45.851,-206.243
45.851,-204.652
45.851,-203.103
45.858,-201.605
45.873,-200.438
45.896,-199.019
45.966,-197.653
46.170,-196.266
46.635,-194.679
47.370,-193.348
48.521,-192.259
49.943,-191.614
51.529,-191.326
53.553,-191.247
55.154,-191.269
56.767,-191.320
58.787,-191.394
60.396,-191.436
62.008,-191.473
64.026,-191.508
65.638,-191.527
67.251,-191.542
69.267,-191.557
70.880,-191.565
72.896,-191.573
74.510,-191.577
76.526,-191.581
78.139,-191.584
80.155,-191.586
81.768,-191.588
83.784,-191.590
85.397,-191.591
87.414,-191.592
89.027,-191.593
91.043,-191.594
92.656,-191.595
94.269,-191.596
96.285,-191.597
97.898,-191.598
99.915,-191.599
101.528,-191.599
103.141,-191.600
105.120,-191.601
106.975,-191.602
108.394,-191.602
110.106,-191.603
111.409,-191.603
112.837,-191.604
113.084,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.085,-191.604
113.115,-191.604
113.394,-191.604
113.877,-191.604
114.824,-191.605
115.830,-191.606
117.261,-191.607
118.554,-191.607
119.787,-191.608
121.206,-191.609
122.329,-191.609
123.715,-191.610
125.162,-191.610
126.522,-191.611
128.514,-191.612
130.183,-191.612
131.780,-191.613
133.778,-191.614
135.409,-191.615
137.019,-191.616
138.625,-191.616
140.646,-191.617
142.259,-191.618
144.273,-191.619
145.888,-191.620
147.501,-191.621
149.517,-191.622
151.130,-191.622
153.146,-191.623
154.759,-191.624
156.776,-191.625
158.389,-191.626
160.405,-191.627
162.018,-191.628
164.034,-191.629
165.628,-191.630
167.515,-191.630
168.949,-191.631
170.654,-191.631
171.595,-191.631
171.601,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.602,-191.631
171.614,-191.631
171.836,-191.632
172.406,-191.632
173.135,-191.632
174.360,-191.632
175.793,-191.633
177.469,-191.633
178.765,-191.634
180.251,-191.634
181.422,-191.634
182.880,-191.630
184.249,-191.579
185.346,-191.490
186.913,-191.270
188.361,-190.908
189.837,-190.383
191.507,-189.361
192.562,-188.174
193.271,-186.755
193.655,-185.199
193.815,-183.590
193.857,-181.578
193.838,-179.967
193.806,-177.949
193.778,-176.337
193.750,-174.321
193.733,-172.708
193.716,-170.684
193.706,-168.960
193.698,-167.047
193.692,-164.354
193.689,-161.346
193.689,-158.746
193.691,-155.552
193.693,-153.178
193.696,-150.340
193.699,-148.151
193.703,-145.538
193.706,-143.052
193.708,-141.147
193.711,-138.867
193.714,-137.124
193.716,-135.083
193.719,-133.107
193.721,-131.473
193.724,-129.454
193.727,-127.448
193.729,-125.829
193.725,-123.813
193.717,-121.799
193.691,-120.187
193.508,-118.185
193.242,-116.182
192.940,-114.606
192.331,-112.698
191.624,-111.256
190.720,-109.931
189.630,-108.759
188.380,-107.751
187.003,-106.925
185.147,-106.168
183.587,-105.814
181.981,-105.623
179.967,-105.505
178.359,-105.466
176.744,-105.446
175.130,-105.436
173.116,-105.431
171.502,-105.430
169.889,-105.430
168.275,-105.430
166.590,-105.431
164.730,-105.432
162.657,-105.433
160.376,-105.434
157.253,-105.436
154.549,-105.438
152.404,-105.439
149.392,-105.442
147.021,-105.444
143.712,-105.446
140.240,-105.448
136.606,-105.448
132.815,-105.448
129.870,-105.446
125.811,-105.444
121.604,-105.441
117.250,-105.438
112.754,-105.435
108.118,-105.431
103.349,-105.427
98.574,-105.423
94.008,-105.419
89.602,-105.416
86.339,-105.413
82.069,-105.411
77.950,-105.408
74.070,-105.405
70.414,-105.403
66.837,-105.401
63.271,-105.398
59.898,-105.396
56.731,-105.394
53.530,-105.393
50.321,-105.395
47.296,-105.400
44.545,-105.407
42.065,-105.415
39.763,-105.423
37.538,-105.431
35.911,-105.437
33.308,-105.446
31.323,-105.454
29.881,-105.459
28.022,-105.466
26.235,-105.473
24.518,-105.479
22.904,-105.485
21.726,-105.489
19.700,-105.496
18.075,-105.502
16.474,-105.508
14.457,-105.515
12.840,-105.521
11.230,-105.527
9.618,-105.551
7.600,-105.599
5.989,-105.648
4.799,-105.750
2.840,-106.024
1.279,-106.383
-0.253,-106.908
-2.054,-107.787
-3.374,-108.688
-4.547,-109.781
-5.740,-111.389
-6.629,-113.186
-7.075,-114.719
-7.298,-116.314
-7.409,-118.334
-7.433,-119.941
-7.431,-121.957
-7.425,-123.572
-7.416,-125.587
-7.410,-127.200
-7.406,-129.217
-7.405,-131.233
-7.404,-132.846
-7.406,-134.863
-7.407,-136.879
-7.410,-138.492
-7.413,-140.508
-7.416,-142.121
-7.420,-144.137
-7.424,-146.154
-7.428,-147.767
-7.432,-149.783
-7.437,-151.799
-7.441,-153.412
-7.445,-155.429
-7.449,-157.042
-7.452,-159.058
-7.454,-160.671
-7.456,-162.687
-7.457,-164.660
-7.457,-166.149
-7.458,-167.927
-7.458,-169.590
-7.458,-170.269
-7.458,-170.270
-7.458,-170.270
-7.458,-170.270
-7.458,-170.270
-7.458,-170.270
-7.458,-170.270
-7.458,-170.270
-7.458,-170.270
-7.458,-170.270
-7.458,-170.270
-7.458,-170.270
